Player,League,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
M. Arnold,Germany Bundesliga 2025-26,Wolfsburg,Wolfsburg,"LDMF, RDMF",31.0,7000000,2028-06-30,25,2108,1,0.4,3,3.77,9.22,54.17,Germany,Germany,left,184,74,no,7.3,3.8,61.8,1.71,40.0,0.0,0.0,0.47,4.95,6.02,0.73,5,0.21,0,0.0,0.85,0.04,1,0.04,0.02,0,0.0,13,0.56,30.77,7.692,0.13,0.64,60.0,0.3,85.71,0.34,37.5,0.21,0.43,60.0,1.96,56.52,0.09,0.26,0.04,31.76,0.04,1.07,43.21,85.28,14.81,70.32,6.28,95.24,17.21,93.3,36.5,91.23,6.11,52.45,21.46,34.35,0.16,0.94,0.04,0.0,0.17,25.0,0.3,6.53,69.93,1.41,48.48,0.64,33.33,0.38,0.34,8.5,71.36,0,,0,,0,0.0,0.0,0.0,,,1.45,,,1.2,0.09,100.0,2.01,0,0.0
P. Gulácsi,Germany Bundesliga 2025-26,RB Leipzig,RB Leipzig,GK,36.0,3000000,2027-06-30,22,2104,0,0.0,0,0.0,0.51,83.33,Hungary,Hungary,right,191,86,no,1.28,0.09,100.0,0.38,88.89,0.0,0.0,0.0,1.2,1.58,0.0,1,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,18.01,0.38,0.0,25.75,93.36,7.7,78.89,0.0,0.0,17.11,99.5,21.64,99.21,4.11,62.5,26.65,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,33.33,0.09,0.0,0.13,33.33,0.0,0.0,3.38,73.42,28,1.2,81,3.46,9,65.43,26.1,1.12,-1.9,-0.081,0.0,1.28,0.38,,,,0.0,0,0.0
M. Amoura,Germany Bundesliga 2025-26,Wolfsburg,Wolfsburg,"CF, LAMF",26.0,0,2029-06-30,29,2098,8,8.07,3,2.73,16.47,38.28,Algeria,Algeria,right,170,61,no,5.41,4.68,56.88,3.35,32.05,0.82,0.96,0.04,1.93,2.28,0.9,2,0.09,0,0.0,2.32,0.34,7,0.3,0.35,1,0.04,53,2.27,32.08,15.094,0.13,1.76,21.95,1.07,20.0,0.69,25.0,0.26,2.66,41.94,5.41,34.13,3.43,2.45,0.6,17.46,2.49,0.47,21.58,68.79,3.35,41.03,6.86,88.13,6.09,66.9,18.57,74.83,1.33,45.16,16.16,19.61,0.12,0.94,0.0,0.0,0.21,40.0,0.47,1.07,48.0,1.89,38.64,0.26,50.0,0.94,0.34,2.02,53.19,0,,0,,0,0.0,0.0,0.0,,,0.34,,,0.0,0.0,0.0,0.04,1,100.0
K. Mets,Germany Bundesliga 2025-26,St. Pauli,St. Pauli,LCB,32.0,1300000,2026-06-30,23,2095,1,0.59,0,0.24,10.35,62.66,Estonia,Estonia,left,191,82,no,8.16,4.3,79.0,3.91,52.75,0.39,0.39,0.26,4.38,4.46,0.56,3,0.13,0,0.0,0.26,0.04,1,0.04,0.03,1,0.04,5,0.21,20.0,20.0,0.0,0.3,71.43,0.3,71.43,0.0,0.0,0.0,0.0,0.0,0.43,80.0,0.34,0.52,0.0,33.55,0.3,0.43,47.47,87.24,23.8,78.88,4.08,93.68,14.18,96.67,40.64,93.23,6.53,50.66,20.02,34.88,0.01,0.21,0.0,0.0,0.04,0.0,0.04,6.7,73.72,0.69,43.75,0.17,0.0,0.21,0.21,9.71,72.12,0,,0,,0,0.0,0.0,0.0,,,2.02,,,0.0,0.0,0.0,0.0,0,0.0
M. Zetterer,Germany Bundesliga 2025-26,Eintracht Frankfurt,Eintracht Frankfurt,GK,30.0,3000000,2029-06-30,21,2093,0,0.0,0,0.0,0.9,85.71,Germany,Germany,right,187,79,no,1.55,0.09,50.0,0.6,85.71,0.04,0.06,0.0,1.46,2.14,0.0,1,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,100.0,0.0,0.0,0.0,18.66,0.34,0.22,27.99,86.79,15.91,78.92,0.0,0.0,10.79,97.61,17.97,97.61,9.93,67.97,30.68,46.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,55.88,0.09,50.0,0.26,33.33,0.09,0.0,7.83,78.57,31,1.33,89,3.83,6,65.17,24.83,1.07,-6.17,-0.265,0.0,1.46,0.6,,,,0.0,0,0.0
S. El Mala,Germany Bundesliga 2025-26,Köln,Köln,"CF, LAMF, LWF",19.0,0,2030-06-30,33,2090,12,11.07,3,1.78,19.08,39.73,Germany,Germany,right,0,0,no,3.44,2.97,57.97,2.02,34.04,0.09,0.11,0.04,1.64,2.16,0.69,4,0.17,0,0.0,4.91,0.52,11,0.47,0.48,1,0.04,74,3.19,40.54,16.216,0.13,2.07,37.5,1.77,36.59,0.26,50.0,0.09,5.77,49.25,11.71,36.4,4.05,3.1,0.95,13.22,1.77,0.95,15.16,68.75,3.1,38.89,4.69,93.58,4.48,67.31,12.7,74.92,0.52,50.0,16.81,13.23,0.08,0.6,0.04,0.04,0.09,0.0,0.39,0.69,31.25,1.89,47.73,0.04,0.0,0.47,0.78,1.85,67.44,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.0,0.0,0.0,0.13,1,100.0
P. Schick,Germany Bundesliga 2025-26,Bayer Leverkusen,Bayer Leverkusen,CF,30.0,22000000,2030-06-30,27,2088,16,14.15,3,1.41,15.39,33.61,Czech Republic,Czech Republic,left,191,87,no,2.03,1.25,55.17,5.13,48.74,0.04,0.06,0.0,1.29,1.81,0.82,1,0.04,0,0.0,1.55,0.69,12,0.52,0.61,4,0.17,59,2.54,49.15,27.119,0.13,0.04,100.0,0.0,0.0,0.04,100.0,0.0,0.65,33.33,5.65,25.19,3.97,0.26,0.09,12.67,1.68,0.78,15.56,83.1,2.41,71.43,4.91,92.11,3.41,88.61,15.17,82.95,0.34,87.5,12.24,10.03,0.06,0.47,0.04,0.0,0.04,100.0,0.22,0.86,75.0,0.39,77.78,0.04,100.0,0.6,0.04,1.68,56.41,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,4,100.0
F. Honorat,Germany Bundesliga 2025-26,Borussia M'gladbach,Borussia M'gladbach,"CF, AMF, RW",29.0,12000000,2029-06-30,27,2084,2,1.14,6,6.78,11.79,37.0,France,France,right,180,70,no,3.5,3.84,55.06,1.34,35.48,0.04,0.05,0.17,1.34,1.53,0.52,0,0.0,0,0.0,2.98,0.09,2,0.09,0.05,0,0.0,17,0.73,41.18,11.765,0.26,4.58,35.85,0.39,11.11,4.15,38.54,0.82,2.55,37.29,5.27,27.87,2.46,1.64,0.82,22.59,2.2,0.22,28.33,71.8,6.61,63.4,6.26,91.03,9.54,64.25,22.46,80.96,1.64,39.47,17.83,26.73,0.29,1.77,0.04,0.04,0.09,100.0,0.99,2.07,66.67,4.4,51.96,0.22,20.0,1.43,1.6,6.09,75.18,0,,0,,0,0.0,0.0,0.0,,,0.43,,,0.43,0.0,0.0,1.64,0,0.0
N. Capaldo,Germany Bundesliga 2025-26,Hamburger SV,Hamburger SV,"RCB, LCMF",27.0,5000000,2028-06-30,25,2080,1,1.62,1,1.44,18.48,57.14,Argentina,"Argentina, Italy",right,177,73,no,9.95,7.62,65.91,3.29,52.63,0.78,0.97,0.17,4.15,5.17,1.25,9,0.39,0,0.0,1.43,0.04,1,0.04,0.07,0,0.0,17,0.74,29.41,5.882,0.04,1.0,43.48,0.13,100.0,0.87,35.0,0.04,1.43,54.55,4.24,52.04,1.0,1.9,0.69,19.56,0.87,1.86,31.85,78.67,13.37,69.26,4.41,94.12,8.96,84.54,27.22,85.06,3.68,40.0,18.71,37.71,0.06,0.43,0.0,0.04,0.0,0.0,0.26,4.8,59.46,1.56,55.56,0.39,11.11,0.56,0.48,5.63,72.31,0,,0,,0,0.0,0.0,0.0,,,1.17,,,0.0,0.0,0.0,0.0,0,0.0
A. Kemlein,Germany Bundesliga 2025-26,Union Berlin,Union Berlin,"LCMF, DMF",21.0,3000000,2029-06-30,29,2067,0,1.61,1,0.97,13.28,49.84,Germany,Germany,right,187,82,no,7.05,5.27,60.33,2.39,52.73,0.04,0.05,0.22,3.83,4.4,0.91,3,0.13,0,0.0,0.91,0.0,0,0.0,0.07,0,0.0,16,0.7,12.5,0.0,0.04,0.48,63.64,0.13,33.33,0.3,71.43,0.04,0.57,84.62,2.87,43.94,0.57,0.35,0.04,21.99,0.09,0.57,38.8,80.7,13.5,65.16,7.23,96.39,12.19,87.86,33.66,85.64,4.66,46.73,19.07,32.61,0.04,0.44,0.17,0.0,0.09,50.0,0.22,7.18,59.39,1.92,47.73,0.61,28.57,0.7,0.26,6.49,76.51,0,,0,,0,0.0,0.0,0.0,,,1.04,,,0.04,0.0,0.0,0.04,0,0.0
Diogo Leite,Germany Bundesliga 2025-26,Union Berlin,Union Berlin,LCB,27.0,15000000,2026-06-30,22,2067,0,0.72,0,0.79,15.76,59.12,Portugal,Portugal,left,190,82,no,9.19,6.1,63.57,5.09,55.56,0.22,0.25,0.35,5.09,5.89,1.18,3,0.13,0,0.0,0.39,0.0,0,0.0,0.03,0,0.0,5,0.22,20.0,0.0,0.0,0.39,44.44,0.3,42.86,0.09,50.0,0.0,0.39,44.44,1.61,40.54,0.65,0.35,0.09,25.56,0.22,1.04,43.93,81.27,21.94,70.24,2.92,91.04,13.93,95.63,33.92,88.7,9.62,56.56,21.06,35.42,0.03,0.35,0.0,0.0,0.04,0.0,0.09,8.75,63.18,0.74,52.94,0.35,37.5,0.44,0.17,9.97,66.38,0,,0,,0,0.0,0.0,0.0,,,1.18,,,0.13,0.0,0.0,0.0,0,0.0
J. Torunarigha,Germany Bundesliga 2025-26,Hamburger SV,Hamburger SV,"LCB, CB",28.0,5000000,2028-06-30,23,2064,0,0.22,0,0.0,13.47,60.19,Germany,"Germany, Nigeria",left,191,80,no,11.12,5.49,67.46,4.1,62.77,0.7,0.9,0.65,6.72,8.68,0.78,2,0.09,0,0.0,0.26,0.0,0,0.0,0.01,0,0.0,5,0.22,20.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.35,50.0,1.88,37.21,0.31,0.87,0.13,26.82,0.52,0.48,40.12,85.33,18.44,76.6,3.92,94.44,12.99,95.64,34.14,89.91,5.8,60.9,19.45,37.25,0.0,0.0,0.0,0.0,0.04,100.0,0.0,5.63,66.67,0.65,46.67,0.52,66.67,0.35,0.0,8.24,68.25,0,,0,,0,0.0,0.0,0.0,,,2.75,,,0.0,0.0,0.0,0.0,0,0.0
L. Goretzka,Germany Bundesliga 2025-26,Bayern München,Bayern München,"LDMF, RDMF",31.0,30000000,2026-06-30,30,2061,5,4.31,2,1.15,10.83,45.16,Germany,Germany,right,189,82,no,5.76,3.19,52.05,3.32,35.53,0.31,0.56,0.39,3.8,6.9,0.61,4,0.17,0,0.0,1.18,0.22,5,0.22,0.19,0,0.0,31,1.35,35.48,16.129,0.09,0.52,41.67,0.04,0.0,0.44,50.0,0.17,0.39,77.78,2.49,47.37,1.57,2.18,0.26,54.85,0.57,0.66,66.2,91.69,17.55,82.84,10.44,96.23,25.37,95.7,63.01,93.42,2.66,60.66,16.17,36.58,0.05,0.57,0.26,0.0,0.22,80.0,0.31,7.9,87.85,1.79,53.66,0.66,33.33,0.96,0.22,5.98,81.75,0,,0,,0,0.0,0.0,0.0,,,1.75,,,0.13,0.09,50.0,0.04,0,0.0
D. Giannoulis,Germany Bundesliga 2025-26,Augsburg,Augsburg,"LWB, LB",30.0,2800000,2028-06-30,27,2059,2,0.6,5,2.62,12.24,49.29,Greece,Greece,left,175,62,no,8.09,4.59,49.52,1.31,56.67,0.17,0.19,0.44,5.64,6.27,0.66,8,0.35,0,0.0,3.23,0.09,2,0.09,0.03,0,0.0,9,0.39,66.67,22.222,0.22,4.76,37.61,4.68,38.32,0.09,0.0,0.26,2.01,58.7,4.85,45.95,1.4,1.18,0.22,22.77,1.49,0.79,34.4,70.39,11.89,64.71,5.99,92.7,10.27,68.09,26.62,78.65,3.28,48.0,19.57,33.59,0.11,1.18,0.04,0.04,0.0,0.0,0.66,3.19,56.16,4.37,50.0,0.35,37.5,0.7,1.66,8.79,66.67,0,,0,,0,0.0,0.0,0.0,,,1.14,,,0.0,0.0,0.0,0.0,0,0.0
M. Busch,Germany Bundesliga 2025-26,Heidenheim,Heidenheim,"RB, RCB, RWB",31.0,1200000,2027-06-30,28,2058,1,0.82,5,3.45,11.06,50.2,Germany,Germany,right,182,79,no,8.27,5.55,59.84,2.1,35.42,0.09,0.1,0.44,4.85,5.41,0.79,4,0.17,0,0.0,1.4,0.04,1,0.04,0.04,0,0.0,13,0.57,23.08,7.692,0.22,2.58,28.81,0.09,0.0,2.36,27.78,0.31,0.66,73.33,1.75,42.5,0.39,0.87,0.09,21.78,1.4,0.31,33.06,76.19,11.55,62.12,6.52,93.29,11.11,81.89,26.41,83.11,4.2,59.38,21.81,37.82,0.15,0.74,0.09,0.0,0.04,100.0,0.44,5.38,66.67,2.8,45.31,0.31,57.14,0.57,0.79,6.95,74.21,0,,0,,0,0.0,0.0,0.0,,,2.01,,,0.04,0.04,0.0,0.0,0,0.0
A. Karazor,Germany Bundesliga 2025-26,Stuttgart,Stuttgart,"RDMF, RCMF",29.0,12000000,2028-06-30,28,2045,0,0.97,0,0.74,13.6,53.4,Germany,"Germany, Türkiye",right,191,76,no,6.69,3.65,62.65,4.0,54.95,0.57,0.85,0.31,3.83,5.71,0.79,5,0.22,1,0.04,0.57,0.0,0,0.0,0.04,0,0.0,6,0.26,33.33,0.0,0.0,0.31,42.86,0.0,0.0,0.31,42.86,0.0,0.4,66.67,3.21,47.95,1.41,0.53,0.0,33.05,0.26,1.45,45.29,88.14,12.23,75.18,8.01,98.9,15.62,94.37,43.26,89.93,1.76,52.5,15.29,20.79,0.03,0.4,0.13,0.04,0.13,66.67,0.09,5.63,82.81,0.75,47.06,0.26,66.67,0.7,0.09,4.67,73.58,0,,0,,0,0.0,0.0,0.0,,,0.48,,,0.0,0.0,0.0,0.0,0,0.0
T. Lemperle,Germany Bundesliga 2025-26,Hoffenheim,Hoffenheim,"CF, RWF",24.0,2500000,2029-06-30,28,2030,8,8.85,2,1.94,23.01,29.67,Germany,Germany,right,189,80,no,4.57,4.03,47.25,4.26,26.04,0.04,0.07,0.04,2.62,3.89,2.35,1,0.04,0,0.0,2.53,0.35,7,0.31,0.39,1,0.04,50,2.22,42.0,16.0,0.09,1.29,31.03,0.35,25.0,0.93,33.33,0.04,2.08,53.19,7.8,27.84,4.12,1.24,0.04,15.34,2.48,0.71,22.12,71.74,3.86,64.37,7.14,86.96,4.74,62.62,20.31,75.11,0.62,42.86,14.27,11.79,0.09,0.84,0.04,0.04,0.09,100.0,0.35,1.33,66.67,1.95,45.45,0.09,100.0,1.15,0.35,2.35,75.47,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.09,0.09,50.0,0.0,1,100.0
J. Stanišić,Germany Bundesliga 2025-26,Bayern München,Bayern München,"RB, LB",26.0,0,2029-06-30,25,2024,2,0.95,2,2.66,10.14,52.63,Germany,"Germany, Croatia",right,187,77,no,7.07,3.82,67.44,2.27,45.1,0.09,0.16,0.4,4.4,7.98,0.31,1,0.04,0,0.0,1.42,0.09,2,0.09,0.04,1,0.04,6,0.27,66.67,33.333,0.09,1.82,31.71,0.49,54.55,1.29,20.69,0.27,0.71,75.0,2.8,47.62,2.98,1.69,0.18,45.62,2.09,0.49,56.07,88.26,15.87,85.99,11.25,97.23,15.03,87.87,51.27,91.76,3.11,61.43,15.9,39.26,0.12,0.84,0.04,0.09,0.22,60.0,0.27,7.34,84.24,2.27,58.82,0.58,38.46,1.25,0.58,6.89,73.55,0,,0,,0,0.0,0.0,0.0,,,1.29,,,0.04,0.0,0.0,0.27,0,0.0
I. Ansah,Germany Bundesliga 2025-26,Union Berlin,Union Berlin,"CF, AMF",21.0,0,,32,2021,5,2.86,1,0.73,27.48,32.09,Germany,"Germany, Ghana",right,194,84,no,4.32,3.56,62.5,3.87,26.44,0.0,0.0,0.18,2.09,2.36,1.02,1,0.04,0,0.0,2.14,0.22,5,0.22,0.13,1,0.04,29,1.29,37.93,17.241,0.04,0.94,23.81,0.67,26.67,0.22,20.0,0.09,3.25,43.84,14.92,29.25,2.36,2.4,0.49,9.57,1.29,1.65,13.67,77.52,3.34,60.0,3.61,95.06,2.98,82.09,12.11,83.09,0.67,46.67,15.23,12.78,0.03,0.53,0.13,0.04,0.13,0.0,0.22,1.29,55.17,1.25,42.86,0.18,0.0,0.76,0.27,1.56,74.29,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
X. Schlager,Germany Bundesliga 2025-26,RB Leipzig,RB Leipzig,"RCMF, DMF, LCMF",28.0,28000000,2026-06-30,26,2020,3,2.02,2,1.58,15.64,52.14,Austria,Austria,left,174,76,no,6.37,5.35,61.67,2.05,60.87,0.13,0.19,0.09,2.94,4.23,1.11,6,0.27,0,0.0,1.87,0.13,3,0.13,0.09,0,0.0,20,0.89,35.0,15.0,0.09,0.76,58.82,0.45,50.0,0.22,80.0,0.18,1.56,60.0,5.97,41.79,1.6,2.18,0.53,33.91,0.27,0.76,47.09,88.46,10.96,78.05,7.8,93.14,20.76,93.13,43.49,90.68,2.9,61.54,17.18,26.84,0.07,0.58,0.04,0.04,0.27,66.67,0.27,7.22,77.78,1.6,63.89,0.4,55.56,0.98,0.45,5.97,76.87,0,,0,,0,0.0,0.0,0.0,,,0.58,,,0.0,0.0,0.0,0.0,0,0.0
J. Njinmah,Germany Bundesliga 2025-26,Werder Bremen,Werder Bremen,"CF, RAMF, RW",25.0,9000000,2027-06-30,32,2013,5,5.69,0,0.69,13.46,43.85,Germany,"Germany, Nigeria",right,184,75,no,3.13,2.19,69.39,1.83,39.02,0.04,0.06,0.04,1.56,2.0,0.45,2,0.09,0,0.0,3.44,0.22,5,0.22,0.25,0,0.0,60,2.68,36.67,8.333,0.0,1.61,25.0,0.22,0.0,1.39,29.03,0.27,3.4,60.53,7.47,43.71,3.8,2.59,0.45,16.77,2.37,1.03,19.49,76.38,3.08,65.22,6.62,91.89,5.5,66.67,17.08,82.98,1.03,34.78,16.84,18.43,0.03,0.54,0.0,0.04,0.04,0.0,0.13,0.94,80.95,1.39,54.84,0.0,0.0,0.54,0.36,2.41,55.56,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.0,0,0.0
M. Neuer,Germany Bundesliga 2025-26,Bayern München,Bayern München,GK,40.0,4000000,2026-06-30,21,2008,0,0.0,0,0.0,0.13,100.0,Germany,Germany,right,193,93,no,1.57,0.0,0.0,0.09,100.0,0.0,0.0,0.0,1.57,2.77,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,0.63,0.04,29.72,88.54,16.4,81.15,0.09,50.0,11.88,98.49,21.02,98.29,8.7,64.95,27.9,41.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.15,66.67,0.0,0.0,0.13,33.33,0.0,0.0,6.54,69.18,19,0.85,50,2.24,6,62.0,16.64,0.75,-2.36,-0.106,0.04,0.54,0.09,,,,0.0,0,0.0
M. Jenz,Germany Bundesliga 2025-26,Wolfsburg,Wolfsburg,"RCB, LCB, CB",27.0,7500000,2027-06-30,22,1998,1,0.82,0,0.0,12.3,62.64,Germany,Germany,right,190,86,no,8.15,4.73,72.38,5.05,62.5,0.14,0.17,0.72,4.59,5.63,1.44,7,0.32,1,0.05,0.09,0.05,1,0.05,0.04,1,0.05,5,0.23,20.0,20.0,0.0,0.09,50.0,0.0,0.0,0.09,50.0,0.0,0.0,0.0,0.45,40.0,0.27,0.36,0.0,30.77,0.09,0.27,42.88,90.44,14.5,79.19,2.66,96.61,20.68,96.73,39.73,93.99,3.11,44.93,17.67,32.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,69.12,0.32,14.29,0.14,0.0,0.0,0.05,6.04,65.67,0,,0,,0,0.0,0.0,0.0,,,2.07,,,0.0,0.0,0.0,0.0,0,0.0
D. Batz,Germany Bundesliga 2025-26,Mainz 05,Mainz 05,GK,35.0,350000,2026-06-30,20,1996,0,0.0,0,0.0,0.54,58.33,Germany,Germany,right,191,87,no,1.04,0.05,0.0,0.45,70.0,0.0,0.0,0.0,1.04,1.19,0.0,2,0.09,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,13.84,0.23,0.0,23.18,85.02,14.65,77.54,0.0,0.0,7.3,98.77,13.39,97.31,9.74,68.52,32.95,49.78,0.0,0.0,0.05,0.0,0.0,0.0,0.0,3.88,65.12,0.23,0.0,0.18,0.0,0.0,0.0,7.89,81.14,27,1.22,95,4.28,3,71.58,34.35,1.55,7.35,0.331,0.0,1.62,0.45,,,,0.0,0,0.0
M. Sabitzer,Germany Bundesliga 2025-26,Borussia Dortmund,Borussia Dortmund,RCMF,32.0,20000000,2027-06-30,26,1988,1,1.19,2,0.73,9.64,46.01,Austria,Austria,right,178,76,no,6.16,3.76,51.81,1.63,41.67,0.36,0.47,0.32,3.85,5.01,0.91,3,0.14,0,0.0,1.36,0.05,1,0.05,0.05,0,0.0,18,0.81,22.22,5.556,0.09,1.81,40.0,0.14,33.33,1.63,41.67,0.18,0.5,90.91,2.35,48.08,1.09,1.0,0.23,27.16,0.45,0.81,37.98,82.48,12.95,74.13,7.02,96.13,10.91,84.23,33.05,87.53,3.12,53.62,16.04,25.11,0.03,0.36,0.05,0.05,0.0,0.0,0.32,5.84,75.19,2.22,51.02,0.32,71.43,0.5,0.77,6.2,73.72,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.09,0.09,50.0,0.09,0,0.0
C. Trimmel,Germany Bundesliga 2025-26,Union Berlin,Union Berlin,"RWB, RB",39.0,600000,2027-06-30,28,1982,0,0.09,3,5.6,9.67,56.34,Austria,Austria,right,188,85,no,6.9,5.77,59.84,1.36,63.33,0.41,0.44,0.36,3.04,3.27,1.09,7,0.32,0,0.0,1.77,0.0,0,0.0,0.0,0,0.0,4,0.18,0.0,0.0,0.14,2.82,56.45,0.23,80.0,2.45,53.7,0.18,0.41,44.44,1.18,46.15,0.36,0.86,0.32,22.3,1.54,0.36,31.56,72.09,14.53,62.19,4.86,93.46,8.67,79.06,20.48,81.6,8.4,53.51,23.69,33.61,0.25,2.32,0.0,0.05,0.0,0.0,0.5,7.4,62.58,3.27,63.89,0.64,64.29,0.77,1.59,10.53,75.0,0,,0,,0,0.0,0.0,0.0,,,0.77,,,2.36,0.0,0.0,3.86,0,0.0
I. Jóhannesson,Germany Bundesliga 2025-26,Köln,Köln,"RCMF, RDMF",23.0,3500000,2030-06-30,30,1973,1,1.19,1,2.34,8.3,51.65,England,"England, Iceland",left,184,72,no,4.74,3.83,60.71,1.19,46.15,0.14,0.19,0.27,2.28,3.14,0.55,6,0.27,0,0.0,1.14,0.05,1,0.05,0.05,0,0.0,11,0.5,27.27,9.091,0.05,1.37,43.33,0.68,33.33,0.64,50.0,0.27,0.82,50.0,1.82,37.5,1.37,1.14,0.27,30.93,0.55,0.23,41.92,83.9,11.5,70.63,6.39,97.14,18.16,88.69,36.17,89.41,4.47,51.02,19.68,31.43,0.11,1.32,0.14,0.09,0.09,0.0,0.41,6.43,74.47,2.19,66.67,0.41,44.44,0.96,0.55,6.89,75.5,0,,0,,0,0.0,0.0,0.0,,,1.19,,,0.91,0.14,0.0,1.51,0,0.0
H. Larsson,Germany Bundesliga 2025-26,Eintracht Frankfurt,Eintracht Frankfurt,"DMF, RDMF, RCMF",21.0,0,2029-06-30,25,1968,2,1.67,1,1.14,7.36,50.93,Sweden,Sweden,right,187,70,no,5.99,3.16,63.77,1.55,50.0,0.18,0.26,0.23,3.8,5.35,0.32,0,0.0,0,0.0,0.78,0.09,2,0.09,0.08,1,0.05,12,0.55,50.0,16.667,0.05,0.59,38.46,0.05,100.0,0.5,36.36,0.14,0.32,57.14,1.33,37.93,0.78,0.59,0.0,34.48,0.14,0.14,47.88,87.39,12.8,74.64,9.47,94.2,17.79,93.06,43.58,90.56,3.7,58.02,17.06,32.17,0.05,0.59,0.0,0.0,0.09,100.0,0.32,6.31,82.61,1.28,53.57,0.14,66.67,0.46,0.23,6.68,72.6,0,,0,,0,0.0,0.0,0.0,,,2.01,,,0.0,0.0,0.0,0.0,0,0.0
Cameron Puertas,Germany Bundesliga 2025-26,Werder Bremen,Werder Bremen,"LCMF, LDMF",27.0,15000000,2027-06-30,27,1951,1,1.98,2,1.34,19.97,46.65,Switzerland,"Switzerland, Spain",right,178,74,yes,9.36,7.84,61.76,1.66,33.33,0.65,0.8,0.32,3.87,4.79,1.75,6,0.28,0,0.0,2.03,0.05,1,0.05,0.09,0,0.0,36,1.66,25.0,2.778,0.09,1.38,26.67,0.88,26.32,0.51,27.27,0.18,2.17,53.19,7.24,36.31,1.85,0.97,0.14,29.62,0.69,1.06,39.72,85.13,9.46,78.05,9.64,92.82,12.96,86.48,36.3,88.44,2.08,66.67,17.07,26.56,0.06,0.78,0.0,0.05,0.18,50.0,0.37,3.83,74.7,1.98,58.14,0.55,33.33,0.78,0.42,5.07,67.27,0,,0,,0,0.0,0.0,0.0,,,0.55,,,0.74,0.18,25.0,2.03,0,0.0
